,Name,NetWorth,Country,Source,Rank,Age,Industry
2405,Gleb Fetisov,$1.2 B,Russia,investments,2378,54.0,Telecom
2406,Benedicte Find,$1.2 B,Denmark,medical devices,2378,,Healthcare
2407,J. Christopher Flowers,$1.2 B,United States,investments,2378,63.0,Finance & Investments
2408,Dan Gertler,$1.2 B,Israel,mining,2378,47.0,Metals & Mining
2409,Premchand Godha,$1.2 B,India,pharmaceuticals,2378,74.0,Healthcare
2410,Lance Gokongwei,$1.2 B,Philippines,diversified,2378,53.0,Diversified
2411,Lawrence Golub,$1.2 B,United States,private equity,2378,61.0,Finance & Investments
2412,Ryan Graves,$1.2 B,United States,uber,2378,37.0,Technology
2413,Mehmet Nazif Gunal,$1.2 B,Turkey,"tourism, construction",2378,73.0,Diversified
2414,Stelios Haji-Ioannou,$1.2 B,Cyprus,EasyJet,2378,54.0,Service
2415,Alfredo Harp Helu & family,$1.2 B,Mexico,banking,2378,77.0,Finance & Investments
2416,Jaroslav Hascak,$1.2 B,Slovakia,investments,2378,51.0,Finance & Investments
2417,Hong Seok-joh,$1.2 B,South Korea,convenience stores,2378,68.0,Fashion & Retail
2418,Hu Xiaojun & family,$1.2 B,China,Airline,2378,59.0,Service
2419,Huang Shanbing & family,$1.2 B,China,semiconductors,2378,64.0,Technology
2420,Huang Yimeng,$1.2 B,China,mobile games,2378,39.0,Media & Entertainment
2421,Jonas Kamprad,$1.2 B,Sweden,IKEA,2378,55.0,Finance & Investments
2422,Mathias Kamprad,$1.2 B,Sweden,IKEA,2378,51.0,Finance & Investments
2423,Peter Kamprad,$1.2 B,Sweden,IKEA,2378,57.0,Finance & Investments
2424,Eugene Kaspersky,$1.2 B,Russia,software,2378,55.0,Technology
2425,Kim Dae-il,$1.2 B,South Korea,mobile gaming,2378,41.0,Technology
2426,Kim Jung-woong,$1.2 B,South Korea,cosmetics,2378,46.0,Fashion & Retail
2427,Kazutoshi Kobayashi,$1.2 B,Japan,cosmetics,2378,58.0,Fashion & Retail
2428,Masanori Kobayashi,$1.2 B,Japan,cosmetics,2378,47.0,Fashion & Retail
2429,Takao Kobayashi,$1.2 B,Japan,cosmetics,2378,56.0,Fashion & Retail
2430,Hakan Koc,$1.2 B,Germany,online car sales,2378,36.0,Automotive
2431,Andrei Komarov,$1.2 B,Russia,manufacturing,2378,54.0,Manufacturing
2432,Koo Bon-joon,$1.2 B,South Korea,"electronics, household products",2378,69.0,Technology
2433,Koo Bon-neung,$1.2 B,South Korea,electronics,2378,72.0,Manufacturing
2434,Koo Bon-sik,$1.2 B,South Korea,LG,2378,62.0,Technology
2435,Kwek Leng Peck,$1.2 B,Singapore,diversified,2378,65.0,Diversified
2436,Joe Lacob,$1.2 B,United States,Golden State Warriors,2378,65.0,Sports
2437,Guy Laliberté,$1.2 B,Canada,Cirque du Soleil,2378,61.0,Media & Entertainment
2438,Lee Jay-hyun,$1.2 B,South Korea,"food products, entertainment",2378,61.0,Diversified
2439,Li Fengluan,$1.2 B,China,"steel, diversified",2378,59.0,Diversified
2440,Lin Jie & family,$1.2 B,China,pharmaceuticals,2378,52.0,Healthcare
2441,Liu Baolin,$1.2 B,China,pharmacies,2378,67.0,Fashion & Retail
2442,Liu Gexin & family,$1.2 B,China,pharmaceuticals,2378,69.0,Healthcare
2443,Lou Guoqiang,$1.2 B,China,copper,2378,64.0,Manufacturing
2444,Lu Shenglin,$1.2 B,China,machinery,2378,40.0,Manufacturing
2445,Lu Zhilin,$1.2 B,China,machinery,2378,38.0,Manufacturing
2446,Frederic Luddy,$1.2 B,United States,software,2378,66.0,Technology
2447,Lun Ruixiang & family,$1.2 B,China,real estate,2378,53.0,Real Estate
2448,Alexander Lutsenko & family,$1.2 B,Russia,agribusiness,2378,59.0,Food & Beverage
2449,Bill Malhotra,$1.2 B,Canada,real estate,2378,71.0,Real Estate
2450,Jorge Mas,$1.2 B,United States,Construction,2378,58.0,Construction & Engineering
2451,Muneaki Masuda,$1.2 B,Japan,retail,2378,70.0,Fashion & Retail
2452,Andrei Molchanov,$1.2 B,Russia,construction materials,2378,49.0,Construction & Engineering
2453,Ulrich Mommert & family,$1.2 B,Austria,lighting,2378,80.0,Automotive
2454,Taichiro Motoe,$1.2 B,Japan,Internet services,2378,45.0,Technology
2455,Mou Jinxiang,$1.2 B,China,chemicals,2378,67.0,Manufacturing
2456,Udo Mueller,$1.2 B,Germany,advertising,2378,59.0,Media & Entertainment
2457,Nguyen Dang Quang,$1.2 B,Vietnam,"consumer products, banking",2378,57.0,Food & Beverage
2458,Simon Nixon,$1.2 B,United Kingdom,price comparison website,2378,53.0,Technology
2459,Liora Ofer,$1.2 B,Israel,investments,2378,67.0,Finance & Investments
2460,Roberto Ongpin,$1.2 B,Philippines,diversified,2378,84.0,Diversified
2461,Eren Ozmen,$1.2 B,United States,aerospace,2378,62.0,Manufacturing
2462,Fatih Ozmen,$1.2 B,United States,aerospace,2378,63.0,Manufacturing
2463,Chamath Palihapitiya,$1.2 B,United States,★,2378,44.0,Finance & Investments
2464,Murdaya Poo,$1.2 B,Indonesia,diversified,2378,80.0,Diversified
2465,G.V. Prasad,$1.2 B,India,pharmaceuticals,2378,60.0,Healthcare
2466,Michael Price,$1.2 B,United States,investments,2378,68.0,Finance & Investments
2467,Qin Qingping & family,$1.2 B,China,coal & coke,2378,58.0,Energy
2468,Qiu Dongxu,$1.2 B,Canada,pharmaceutical,2378,61.0,Healthcare
2469,Rao Wei & family,$1.2 B,China,pharmaceuticals,2378,56.0,Healthcare
2470,Andrei Rappoport,$1.2 B,Russia,investments,2378,57.0,Finance & Investments
2471,Dani Reiss,$1.2 B,Canada,down jackets,2378,47.0,Fashion & Retail
2472,Ren Zhengfei,$1.2 B,China,telecom equipment,2378,77.0,Telecom
2473,Duke Reyes,$1.2 B,United States,beer distribution,2378,64.0,Food & Beverage
2474,Boris Rotenberg,$1.2 B,Russia,"construction, pipes, chemicals",2378,64.0,Construction & Engineering
2475,Chris Sacca,$1.2 B,United States,venture capital investing,2378,45.0,Finance & Investments
2476,Alexander Samwer,$1.2 B,Germany,tech investments,2378,46.0,Technology
2477,Marc Samwer,$1.2 B,Germany,tech investments,2378,50.0,Technology
2478,Hajime Satomi,$1.2 B,Japan,"video games, pachinko",2378,79.0,Gambling & Casinos
2479,James Scapa,$1.2 B,United States,software,2378,64.0,Technology
2480,Albert Shigaboutdinov,$1.2 B,Russia,"refinery, chemicals",2378,68.0,Diversified
2481,Kavita Singhania,$1.2 B,India,cement,2378,59.0,Manufacturing
2482,Ronald Slabke,$1.2 B,Germany,fintech,2378,,Technology
2483,Mike Speiser,$1.2 B,United States,software,2378,50.0,Technology
2484,Michael Steinhardt,$1.2 B,United States,hedge funds,2378,80.0,Finance & Investments
2485,Nik Storonsky,$1.2 B,United Kingdom,fintech,2378,36.0,Technology
2486,Sergei Sudarikov,$1.2 B,Russia,"finance, development",2378,49.0,Finance & Investments
2487,Winarko Sulistyo,$1.2 B,Indonesia,paper and pulp,2378,75.0,Manufacturing
2488,Rustem Sulteev,$1.2 B,Russia,"refinery, chemicals",2378,67.0,Energy
2489,Sam Tarascio,$1.2 B,Australia,real estate,2378,76.0,Real Estate
2490,Nutchamai Thanombooncharoen,$1.2 B,Thailand,energy drinks,2378,59.0,Food & Beverage
2491,Laurie Tisch,$1.2 B,United States,"insurance, NFL team",2378,70.0,Diversified
2492,Steven Tisch,$1.2 B,United States,insurance,2378,72.0,Diversified
2493,Robert Toll,$1.2 B,United States,home building,2378,80.0,Real Estate
2494,Thomas Tull,$1.2 B,United States,"movies, investments",2378,50.0,Media & Entertainment
2495,Thongma Vijitpongpun,$1.2 B,Thailand,real estate,2378,63.0,Real Estate
2496,Thomas von Koch,$1.2 B,Sweden,asset management,2378,55.0,Finance & Investments
2497,Wan Feng & family,$1.2 B,China,medical equipment,2378,52.0,Healthcare
2498,Wang Fuji,$1.2 B,China,pharmaceuticals,2378,,Healthcare
2499,Wang Jianyi,$1.2 B,China,fiber optic cables,2378,58.0,Technology
2500,Wang Qunbin,$1.2 B,China,conglomerate,2378,51.0,Diversified
2501,Wang Ren-sheng,$1.2 B,Taiwan,retail,2378,89.0,Fashion & Retail
2502,Wang Shumin,$1.2 B,China,manufacturing,2378,64.0,Manufacturing
2503,Allan Wong,$1.2 B,Hong Kong,electronics,2378,71.0,Manufacturing
2504,Wu Li-gann,$1.2 B,Taiwan,electronic components,2378,80.0,Manufacturing
2505,Xiang Guangda,$1.2 B,China,metals,2378,63.0,Metals & Mining
2506,Xiong Haitao,$1.2 B,China,plastics/investment,2378,57.0,Manufacturing
2507,Xu Guifen & family,$1.2 B,China,food,2378,70.0,Food & Beverage
2508,Yao Liangbo,$1.2 B,China,furniture retailing,2378,52.0,Fashion & Retail
2509,Yi Xianzhong & family,$1.2 B,China,pharmaceuticals,2378,61.0,Healthcare
2510,Yu Xuefeng,$1.2 B,Canada,pharmaceuticals,2378,58.0,Healthcare
2511,Yuan Jiandong & family,$1.2 B,China,pharmaceuticals,2378,51.0,Healthcare
2512,Alan Zekelman,$1.2 B,Canada,steel,2378,58.0,Manufacturing
2513,Zhang Chuanwei & family,$1.2 B,China,machinery,2378,58.0,Manufacturing
2514,Zhang Xi,$1.2 B,China,chemicals,2378,47.0,Manufacturing
2515,Zhang Xuanning,$1.2 B,China,retail,2378,50.0,Fashion & Retail
2516,Zhao Dongping,$1.2 B,China,technology,2378,44.0,Technology
2517,Zheng Jianjiang & family,$1.2 B,China,electrical equipment,2378,60.0,Manufacturing
2518,Zheng Xiaodong,$1.2 B,China,manufacturing,2378,57.0,Manufacturing
2519,Zhou Minghua,$1.2 B,China,pharmaceutical,2378,57.0,Healthcare
2520,Zhou Ruxin,$1.2 B,China,Navigation,2378,58.0,Technology
2521,Zhou Wen & family,$1.2 B,China,chemicals,2378,56.0,Manufacturing
2522,Zhou Yifeng & family,$1.2 B,China,liquefied petroleum gas,2378,42.0,Energy
2523,Radhe Shyam Agarwal,$1.1 B,India,consumer goods,2524,76.0,Fashion & Retail
2524,Danna Azrieli,$1.1 B,Israel,Real estate,2524,53.0,Real Estate
2525,Naomi Azrieli,$1.1 B,Canada,Real estate,2524,55.0,Real Estate
2526,Sharon Azrieli,$1.1 B,Canada,Real estate,2524,60.0,Real Estate
2527,Bai Houshan,$1.1 B,China,lithium battery,2524,57.0,Energy
2528,Binny Bansal,$1.1 B,India,flipkart,2524,38.0,Technology
2529,Eduardo Belmont Anderson,$1.1 B,Peru,cosmetics,2524,75.0,Fashion & Retail
2530,John Bicket,$1.1 B,United States,sensor systems,2524,41.0,Technology
2531,Sanjit Biswas,$1.1 B,United States,sensor systems,2524,39.0,Technology
2532,Lloyd Blankfein,$1.1 B,United States,banking,2524,66.0,Finance & Investments
2533,Thomas Bruch,$1.1 B,Germany,retail,2524,70.0,Fashion & Retail
2534,Cai Hongbin,$1.1 B,China,pharmaceuticals,2524,,Healthcare
2535,Cao Jianwei,$1.1 B,China,semiconductors,2524,42.0,Manufacturing
2536,Chen Jiancheng,$1.1 B,China,manufacturing,2524,62.0,Manufacturing
2537,Chen Jinshi & family,$1.1 B,China,"construction, real estate",2524,58.0,Real Estate
2538,Chen Yuantai,$1.1 B,China,batteries,2524,53.0,Energy
2539,Cheng Antares,$1.1 B,Hong Kong,liquor,2524,63.0,Food & Beverage
2540,Ron Corio,$1.1 B,United States,solar,2524,59.0,Energy
2541,Trudy Shan Dai,$1.1 B,China,e-commerce,2524,45.0,Technology
2542,Weili Dai,$1.1 B,United States,semiconductors,2524,59.0,Technology
2543,Henry Davis,$1.1 B,United States,beef processing,2524,70.0,Food & Beverage
2544,Charles Dunstone,$1.1 B,United Kingdom,mobile phones,2524,57.0,Telecom
2545,Feng Yuxia,$1.1 B,China,pharmaceuticals,2524,56.0,Healthcare
2546,Paul Fireman,$1.1 B,United States,Reebok,2524,77.0,Fashion & Retail
2547,Richard Fortin,$1.1 B,Canada,convinience stores,2524,72.0,Fashion & Retail
2548,Donald Friese,$1.1 B,United States,manufacturing,2524,80.0,Manufacturing
2549,Soichiro Fukutake,$1.1 B,Japan,education,2524,75.0,Service
2550,Antonio Gallardo Ballart,$1.1 B,Spain,pharmaceuticals,2524,85.0,Healthcare
2551,Jorge Gallardo Ballart,$1.1 B,Spain,pharmaceuticals,2524,79.0,Healthcare
2552,Gao Xingjiang,$1.1 B,China,steel,2524,57.0,Manufacturing
2553,Rahul Gautam,$1.1 B,India,mattresses,2524,68.0,Fashion & Retail
2554,Simona Giorgetta,$1.1 B,Italy,chemical products,2524,43.0,Construction & Engineering
2555,Anne Gittinger,$1.1 B,United States,Nordstrom department stores,2524,85.0,Fashion & Retail
2556,Gaston Glock & family,$1.1 B,Austria,guns,2524,92.0,Manufacturing
2557,Radhe Shyam Goenka,$1.1 B,India,consumer goods,2524,75.0,Fashion & Retail
2558,David Golub,$1.1 B,United States,private equity,2524,58.0,Finance & Investments
2559,Guo Jianqiang,$1.1 B,China,Electrical appliances,2524,53.0,Manufacturing
2560,Polys Haji-Ioannou,$1.1 B,Cyprus,EasyJet,2524,61.0,Service
2561,Fahed Hariri,$1.1 B,Lebanon,"construction, investments",2524,40.0,Construction & Engineering
2562,Ho Kuang-chi,$1.1 B,Taiwan,Restaurants,2524,58.0,Food & Beverage
2563,Ming Hsieh,$1.1 B,United States,Fulgent Genetics,2524,65.0,Healthcare
2564,Hu Rongda & family,$1.1 B,China,chemicals,2524,62.0,Manufacturing
2565,Huang Qiaolong & family,$1.1 B,China,tourism,2524,61.0,Service
2566,Mohammed Ibrahim,$1.1 B,United Kingdom,communications,2524,74.0,Telecom
2567,Hedda im Brahm-Droege,$1.1 B,Germany,investments,2524,66.0,Finance & Investments
2568,Hiroshi Ishibashi,$1.1 B,Japan,tires,2524,74.0,Automotive
2569,Mitchell Jacobson,$1.1 B,United States,industrial equipment,2524,70.0,Service
2570,Jiang Xuefei & family,$1.1 B,China,printed circuit boards,2524,51.0,Technology
2571,Jin Lei & family,$1.1 B,China,medical equipment,2524,66.0,Healthcare
2572,Kenji Kasahara,$1.1 B,Japan,social network,2524,45.0,Technology
2573,Richard Kayne,$1.1 B,United States,investments,2524,75.0,Finance & Investments
2574,Chang-soo Kim,$1.1 B,South Korea,apparel,2524,60.0,Fashion & Retail
2575,Alexander Knauf,$1.1 B,Germany,building materials,2524,46.0,Manufacturing
2576,Martin Knauf,$1.1 B,Germany,building materials,2524,,Manufacturing
2577,Robert Knauf,$1.1 B,Germany,building materials,2524,,Manufacturing
2578,Gennady Kozovoy,$1.1 B,Russia,coal,2524,69.0,Energy
2579,Eduard Kucera,$1.1 B,Czechia,software,2524,68.0,Technology
2580,Lai Baosheng,$1.1 B,China,consumer technology,2524,,Technology
2581,Lai Guogui & family,$1.1 B,China,machinery,2524,57.0,Manufacturing
2582,Lam Lung On & family,$1.1 B,China,real estate,2524,56.0,Real Estate
2583,Michiel Le Roux,$1.1 B,South Africa,banking,2524,71.0,Finance & Investments
2584,Lee Ho-jin,$1.1 B,South Korea,diversified,2524,58.0,Diversified
2585,Lee Joong-keun,$1.1 B,South Korea,"construction, real estate",2524,80.0,Construction & Engineering
2586,Manfredi Lefebvre d'Ovidio,$1.1 B,Italy,cruises,2524,67.0,Service
2587,Nancy Lerner,$1.1 B,United States,"banking, credit cards",2524,60.0,Finance & Investments
2588,Norma Lerner,$1.1 B,United States,banking,2524,85.0,Finance & Investments
2589,Randolph Lerner,$1.1 B,United States,"banking, credit cards",2524,59.0,Finance & Investments
2590,Li Qiong,$1.1 B,China,online games,2524,43.0,Technology
2591,Li Wenmei & family,$1.1 B,China,medical equipment,2524,58.0,Healthcare
2592,Lim Hariyanto Wijaya Sarwono,$1.1 B,Indonesia,"palm oil, nickel mining",2524,92.0,Energy
2593,Liu Shenghui,$1.1 B,China,infant formula,2524,51.0,Food & Beverage
2594,Lou Boliang & family,$1.1 B,United States,pharmaceuticals,2524,57.0,Healthcare
2595,Low Tuck Kwong,$1.1 B,Indonesia,coal,2524,72.0,Energy
2596,Lu Weiding,$1.1 B,China,diversified,2524,50.0,Diversified
2597,Lv Yongxiang,$1.1 B,China,magnetic switches,2524,71.0,Manufacturing
2598,"Cargill MacMillan, III.",$1.1 B,United States,Cargill,2524,61.0,Food & Beverage
2599,John MacMillan,$1.1 B,United States,Cargill,2524,71.0,Food & Beverage
2600,Martha MacMillan,$1.1 B,United States,Cargill,2524,69.0,Food & Beverage
2601,William MacMillan,$1.1 B,United States,Cargill,2524,66.0,Food & Beverage
2602,Yasseen Mansour,$1.1 B,Egypt,diversified,2524,59.0,Diversified
2603,John Martin,$1.1 B,United States,pharmaceuticals,2524,69.0,Healthcare
2604,Carsten Maschmeyer,$1.1 B,Germany,finance and investments,2524,61.0,Finance & Investments
2605,Bruce Mathieson,$1.1 B,Australia,hotels,2524,77.0,Food & Beverage
2606,John McConnell & family,$1.1 B,United States,steel,2524,67.0,Manufacturing
2607,Takanori Nakamura,$1.1 B,Japan,cloud software,2524,48.0,Technology
2608,Bruce Nordstrom,$1.1 B,United States,Nordstrom department stores,2524,87.0,Fashion & Retail
2609,Madeleine Olsson Ericksson,$1.1 B,Sweden,diversified,2524,76.0,Diversified
2610,Ou Xueming,$1.1 B,China,real estate,2524,72.0,Real Estate
2611,Mats Paulsson & family,$1.1 B,Sweden,construction,2524,76.0,Construction & Engineering
2612,Peng Hao,$1.1 B,China,electronics,2524,53.0,Manufacturing
2613,"Ricardo Po, Sr. & family",$1.1 B,Philippines,canned food,2524,90.0,Food & Beverage
2614,Forrest Preston,$1.1 B,United States,health care,2524,88.0,Healthcare
2615,Enrico Preziosi,$1.1 B,Italy,toys,2524,73.0,Fashion & Retail
2616,Pu Shulin,$1.1 B,China,TV shows,2524,65.0,Media & Entertainment
2617,Qiu Lingyun,$1.1 B,China,consumer technology,2524,45.0,Technology
2618,Vera Rechulski Santo Domingo,$1.1 B,Brazil,beer,2524,72.0,Food & Beverage
2619,M.Satyanarayana Reddy,$1.1 B,India,pharmaceuticals,2524,63.0,Healthcare
2620,Ruan Hongxian & family,$1.1 B,China,pharmaceuticals,2524,54.0,Healthcare
2621,Chanchai Ruayrungruang,$1.1 B,China,real estate,2524,67.0,Real Estate
2622,Daisuke Sasaki,$1.1 B,Japan,software,2524,40.0,Technology
2623,Jack Schuler,$1.1 B,United States,pharmaceuticals,2524,80.0,Healthcare
2624,Neerja Sethi,$1.1 B,United States,"IT consulting, outsourcing",2524,66.0,Technology
2625,Shin Dong-guk,$1.1 B,South Korea,Pharmaceuticals,2524,71.0,Healthcare
2626,Edgar Sia II,$1.1 B,Philippines,fast food,2524,44.0,Food & Beverage
2627,Michael S. Smith,$1.1 B,United States,liquefied natural gas,2524,65.0,Energy
2628,Su Rubo,$1.1 B,China,real estate,2524,66.0,Real Estate
2629,Sun Xishuang,$1.1 B,China,real estate,2524,67.0,Real Estate
2630,Sehat Sutardja,$1.1 B,United States,semiconductors,2524,59.0,Technology
2631,Susanto Suwarto,$1.1 B,Indonesia,media,2524,65.0,Media & Entertainment
2632,Tan Eng Kee,$1.1 B,Malaysia,factory equipment,2524,51.0,Manufacturing
2633,Tan Yu Wei,$1.1 B,Malaysia,retail,2524,48.0,Fashion & Retail
2634,Yoshikazu Tanaka,$1.1 B,Japan,social network,2524,44.0,Technology
2635,Hary Tanoesoedibjo,$1.1 B,Indonesia,media,2524,55.0,Media & Entertainment
2636,Mehmet Sinan Tara,$1.1 B,Turkey,construction,2524,62.0,Construction & Engineering
2637,Shirou Terashita,$1.1 B,Japan,investor relations consulting,2524,62.0,Service
2638,Carl Thoma,$1.1 B,United States,investments,2524,72.0,Finance & Investments
2639,Tseng Sing-ai,$1.1 B,Taiwan,petrochemicals,2524,,Manufacturing
2640,Sunil Vachani,$1.1 B,India,electronics,2524,52.0,Manufacturing
2641,Jan Van Geet,$1.1 B,Belgium,real estate developer,2524,49.0,Real Estate
2642,Sekar Vembu,$1.1 B,India,business software,2524,49.0,Technology
2643,Wang Han,$1.1 B,China,airline,2524,33.0,Diversified
2644,Wang Jianliang,$1.1 B,China,consumer technology,2524,45.0,Technology
2645,Wang Kunxiao,$1.1 B,China,oilfield equipment,2524,51.0,Manufacturing
2646,Wen Pengcheng & family,$1.1 B,China,agribusiness,2524,58.0,Food & Beverage
2647,Wen Yibo & family,$1.1 B,China,wastewater treatment,2524,55.0,Service
2648,Anne Werninghaus,$1.1 B,Brazil,industrial machinery,2524,35.0,Manufacturing
2649,Dan Wilks,$1.1 B,United States,natural gas,2524,64.0,Energy
2650,Wong Hei & family,$1.1 B,China,conglomerate,2524,59.0,Diversified
2651,Wong Hong King,$1.1 B,China,real estate,2524,59.0,Real Estate
2652,Wu Chung-yi,$1.1 B,Taiwan,manufacturing,2524,65.0,Manufacturing
2653,Wu Eddie Yongming,$1.1 B,China,e-commerce,2524,46.0,Technology
2654,Eugene Wu,$1.1 B,Taiwan,finance,2524,75.0,Finance & Investments
2655,Wu Wei,$1.1 B,China,education,2524,53.0,Service
2656,Xiao Guoqing,$1.1 B,China,education,2524,52.0,Service
2657,George Yancopoulos,$1.1 B,United States,pharmaceuticals,2524,61.0,Healthcare
2658,Yao Lisheng,$1.1 B,China,electronics,2524,51.0,Technology
2659,Yu Faxiang,$1.1 B,China,"tourism, cultural industry",2524,49.0,Media & Entertainment
2660,Yuan Jinhua,$1.1 B,China,Manufacturing,2524,61.0,Manufacturing
2661,Igor Yusufov,$1.1 B,Russia,oil & gas,2524,64.0,Energy
2662,Zan Shengda,$1.1 B,China,diversified,2524,58.0,Diversified
2663,Zeng Huansha,$1.1 B,China,real estate,2524,53.0,Real Estate
2664,Zhang Xuewu,$1.1 B,China,snacks,2524,46.0,Food & Beverage
2665,Zhang Yuxiang & family,$1.1 B,China,apparel,2524,56.0,Fashion & Retail
2666,Zhao Tongtong,$1.1 B,Canada,Hotels,2524,54.0,Service
2667,Tony Zhao,$1.1 B,China,software,2524,49.0,Technology
2668,Zhong Peifeng,$1.1 B,United States,semiconductor,2524,58.0,Telecom
2669,Zhou Ping & family,$1.1 B,China,utilities,2524,58.0,Service
2670,Zhou Yahui,$1.1 B,China,online games,2524,44.0,Technology
2671,Boris Zingarevich,$1.1 B,Russia,"pulp and paper, diversified",2524,61.0,Diversified
2672,Ahmet Nazif Zorlu,$1.1 B,Turkey,diversified,2524,76.0,Diversified
2673,A. Jayson Adair,$1 B,United States,damaged cars,2674,51.0,Automotive
2674,Albert Avdolyan,$1 B,Russia,"oil, mining",2674,50.0,Energy
2675,Baiju Bhatt,$1 B,United States,stock trading app,2674,36.0,Finance & Investments
2676,"Wilbur 'Ed' Bosarge, Jr.",$1 B,United States,high speed trading,2674,81.0,Finance & Investments
2677,Ina Chan,$1 B,Hong Kong,casinos,2674,67.0,Gambling & Casinos
2678,Chang Byung-gyu,$1 B,South Korea,Bluehole,2674,47.0,Technology
